name	Mutations_of_interest_vs_Group_control_diff	Mutations_of_interest_vs_Group_control_p.val
RRAS	0.101781605438632	0.736102442504872
RRBP1	-0.465845672639571	0.0182133476984153
RRM1	0.052275876898781	0.836014101474018
RRP1	-0.11988485771187	0.564021388710217
RRP12	-0.457987026259879	0.0147889535421752
RRP1B	-0.277281318295223	0.180046030333261
RRP36	0.0776334481508343	0.913991298127537
RRP7A	-0.329240477310069	0.22569323958578
RRP8	0.145907938815698	0.41441926244926
RRP9	-0.184403361622476	0.373519564327161
RRS1	-0.210333908455933	0.356164915825064
RSF1	0.182823079775938	0.339741545663479
RSL1D1	-0.229561838482471	0.263226528798931
RSU1	0.513616617991115	0.13308821147557
RTCA	-0.000620137677403321	0.997722576273475
RTCB	0.277819643624877	0.0597809424223225
RTF1	0.551415498404163	0.00618160934201401
RTFDC1	0.144345863838186	0.477539801555769
RTN3	-0.503799565217392	0.0460648183414798
RTN4	-0.108020308477279	0.62904823366392
RUFY1	-0.0829998585725491	0.560961292788016
RUNX1	0.424558633522622	0.0566368361328178
RUVBL1	0.0468202807857132	0.706099577897916
RUVBL2	0.0729657234251597	0.657330172136588
RWDD1	0.157704895354954	0.496799111489831
RYR3	0.926879521863079	0.198252367975641
S100A10	-0.567944666666669	0.165411602573339
S100A11	-0.513007072463768	0.113265027610676
S100A12	-0.15384824416607	0.824854737508576
S100A4	-0.149587449275362	0.661334495098753
S100A6	0.280931913043474	0.44967332873123
S100A8	-0.389599971014498	0.58617175679178
S100A9	-0.32377513043479	0.646890106698252
S100P	-0.692106916016886	0.347633831098734
S1PR4	-0.371661021253299	0.176116117035858
SACM1L	-0.507629392111099	0.014241064436741
SAE1	0.241223826086955	0.259854113584626
SAFB	-0.0785219358966884	0.674729669724828
SAFB2	-0.0980170898666497	0.548802404053619
SAMD1	0.376053890905061	0.0704283546937388
SAMD9	-0.413425722121627	0.154496778658856
SAMD9L	-0.288463215310648	0.351319142402267
SAMHD1	-1.00484918184284	0.035114031460768
SAMM50	-0.241173663707595	0.1759110733452
SAMSN1	-0.0389638207406158	0.903373598725906
SAP130	0.000619270802284078	0.996759838372072
SAP18	0.0104648405797079	0.950903953844657
SAP30BP	0.00413369428974875	0.981257172557868
SAR1A	-0.0586664043579574	0.745934936364189
SAR1B	-0.304468392941988	0.192829804467332
SARNP	0.487812613070204	0.0250547815799871
SARS	0.165045665817107	0.349115376282275
SARS2	-0.141275304918327	0.511409818135099
SART1	0.000453105775466867	0.99705328506919
SART3	0.0996829489287308	0.369470289872124
SASH3	-0.152399351892381	0.459121472315927
SATB1	0.26538549052408	0.360783835795463
SBDS	0.460697132361958	0.033890360226279
SCAF1	-0.046918203111268	0.814796396805339
SCAF11	-0.0302996152836439	0.846373757529247
SCAF4	-0.0295932548854161	0.816730824792687
SCAF8	-0.0233267289959436	0.887406205027682
SCAI	-0.0440481751270916	0.865732689519107
SCAMP1	-0.208815198862272	0.272574619272767
SCAMP2	-0.143674875306687	0.416856780000879
SCAMP3	-0.0194214735253446	0.906585366919757
SCARB2	-0.219367270768647	0.264587343681287
SCCPDH	-0.179642314784008	0.481808008089458
SCFD1	-0.00997377780445596	0.945904804662011
SCFD2	-0.379067618929611	0.0414803905310349
SCLY	0.234334912638907	0.369101937122738
SCML2	-0.099976236007123	0.729832651320565
SCO1	0.554779925472051	0.0195250212127372
SCP2	-0.328790898550729	0.0587111569557068
SCPEP1	-0.540220192509828	0.172680548532604
SCRIB	-0.0640192118986782	0.808549617030751
SCRN2	0.305357594880711	0.271658718527071
SCYL1	0.165540938638982	0.333142050073584
SCYL2	0.456552791653882	0.00955481855532228
SDAD1	-0.000635511099956076	0.99737208528859
SDCBP	-0.289193384757908	0.318347794484215
SDE2	0.409499603731083	0.0389362460714888
SDF2	-0.392905263911086	0.172213656121501
SDF2L1	-0.402616920660936	0.07147233360063
SDHA	-0.150436869565223	0.288894514887546
SDHB	0.17322148730214	0.288552697647774
SDPR	1.23232972664814	0.0665097786997132
SDR39U1	0.378995416700253	0.362538317076607
SDSL	1.3267465627742	0.000363975539715682
SEC11A	-0.244617594202904	0.177871329815251
SEC11C	0.0205265708495297	0.946254341721942
SEC13	0.144448512968189	0.449079831854609
SEC16A	4.91040476688909e-05	0.999744882799659
SEC22B	0.0218839278674707	0.879337722886196
SEC23A	-0.0990396478019875	0.639728227365843
SEC23B	-0.104922577305533	0.604335484024741
SEC23IP	-0.0449051542465515	0.794115950106707
SEC24A	-0.190774547260945	0.486989091735312
SEC24B	0.107799778544575	0.553723352338317
SEC24C	0.0805941037936968	0.571052283126554
SEC24D	-0.437058958376708	0.0617260657603531
SEC31A	0.0823062740059761	0.556459417512743
SEC61A1	-0.387895739130432	0.0582914866299568
SEC61B	-0.251741495996615	0.1931161523822
SEC61G	0.0905813333333292	0.771374395466904
SEC62	0.0108346457125457	0.951834979060219
SEC63	-0.410981094538375	0.0409089479017595
SEH1L	-0.188671312019624	0.210163344374955
SEL1L	0.120393859130893	0.642055076796323
SELH	0.479103141629061	0.0154826220242851
SELPLG	-0.213252522663293	0.442771845268721
SENP3	0.180941992144495	0.36961566571985
SENP7	-0.0629057641616342	0.781140228381257
SEP11	0.240929431614582	0.160369697567908
SEP15	-0.1273717815594	0.533507445043616
SEPHS1	0.0772520538179151	0.597862003660889
SEPHS2	-0.0513290787190606	0.805842586278337
SEPT1	-0.0344023218477822	0.906848767013801
SEPT2	0.292590918058618	0.070044426674811
SEPT6	0.125766363873055	0.433365935027784
SEPT7	0.389503565217389	0.033439209484494
SEPT9	0.00846684556912081	0.971471325788345
SERBP1	0.121518526088391	0.509581283156822
SERINC1	-0.343010961647444	0.144879100170684
SERPINA1	-0.465899275362318	0.212102097076092
SERPINA3	0.031095318407198	0.937479120271391
SERPINA7	-0.390539478260873	0.466593222969267
SERPINB1	0.249076898833902	0.433922784241996
SERPINB6	-0.019345562727672	0.95000740937938
SERPINB8	0.125780568425174	0.648643635939187
SERPINB9	0.124932952762137	0.747633129598987
SERPINC1	-0.392417130434783	0.499502211060173
SERPIND1	-0.346947437112298	0.525054681591607
SERPINF1	0.163764527720716	0.759643047600219
SERPINF2	-0.0623473551490932	0.920683369073386
SERPING1	-0.794840927536237	0.0836915001412687
SERPINH1	0.124493342489714	0.758054579240877
SET	0.133508728751234	0.441414565627316
SETD1A	0.0533326894206994	0.748613752205768
SETD3	0.0887942401319766	0.685110432278736
SETDB1	0.164985364930079	0.501317380273348
SETX	0.097362776951897	0.549615122396377
SF1	-0.0184441479149413	0.920461427706772
SF3A1	0.183077068622715	0.173258313866714
SF3A2	0.312282556847453	0.178985162360768
SF3A3	0.0316586086956434	0.829042022870677
SF3B1	0.104481584770259	0.49670158755183
SF3B2	0.172873028102771	0.241266863267752
SF3B3	-0.0503550987931582	0.741310031211849
SF3B4	-0.262179333333339	0.310903973589956
SF3B5	-0.155315045930664	0.35186883903178
SF3B6	0.0801664672439237	0.646155979856775
SFPQ	0.0816916811594162	0.572796187820783
SFSWAP	0.0723325019727383	0.666138523098569
SFXN1	0.235472161661928	0.351939120182141
SFXN2	-0.446196676423341	0.0973901242731448
SFXN3	0.142778686205368	0.650902968350762
SFXN4	0.184076479869052	0.362563684969409
SGSH	0.192325638502023	0.570747882918672
SGTA	0.325591168794279	0.076813534293511
SH3BGRL	0.640187619765218	0.00472772238735535
SH3BGRL3	0.552197536231883	0.0535574884235021
SH3BP1	-0.224153481974323	0.447481375876021
SH3GL1	0.240084117732817	0.36776421375046
SH3GLB1	0.278677400866137	0.106569411570137
SH3GLB2	0.352414110805313	0.0694567526041476
SH3KBP1	-0.158383687308781	0.391606690048577
SHC1	0.0649711398761763	0.680926501914316
SHMT1	0.63538534775307	0.0662366404510356
SHMT2	0.128701543023944	0.500045665284692
SHOC2	0.0173077402184507	0.940532150623438
SHPK	0.26800896243153	0.294977171671478
SIGIRR	0.0672809371729208	0.7338536179058
SIGMAR1	-0.0355417352579863	0.876017776579104
SIKE1	-0.151159689777588	0.481456256931519
SIN3A	0.210480922278407	0.166217777486171
SIPA1	0.168214798372503	0.277315500219325
SIRPA	-0.780062854362368	0.0353061265751659
SIRT2	0.0131954628922273	0.933404124862312
SIRT3	0.108422239338919	0.602850241796546
SIRT5	-0.241201036216689	0.171582360452045
SKAP2	0.373517694751065	0.167065306171958
SKI	-0.116642235447594	0.65644019469459
SKIV2L	0.125039946963684	0.495855616885534
SKIV2L2	0.110734154830663	0.384628756471824
SKP1	0.182277125058974	0.237358646545753
SLC12A6	-0.355740880304836	0.301288438098418
SLC15A4	-0.331745010110916	0.2107241438735
SLC16A1	0.535976069801338	0.0942633211855535
SLC16A3	-0.153389172890844	0.607655643953985
SLC1A5	0.216545267978629	0.353697740069173
SLC25A1	-0.19732802898551	0.326577204378125
SLC25A11	0.135808115942027	0.459920212183695
SLC25A12	0.0123328397905063	0.946067151155273
SLC25A13	-0.197406742618497	0.282484136264458
SLC25A15	-0.0243962471899923	0.91413584337117
SLC25A17	-0.163787175499488	0.604137591363496
SLC25A19	-0.159359857856266	0.509128132511949
SLC25A20	0.15327324173057	0.402309962756453
SLC25A22	0.209992827865278	0.30176320856675
SLC25A24	-0.197321178108982	0.395974149153771
SLC25A3	-0.0791005507246361	0.617243391676283
SLC25A4	0.971423180863933	0.012238769616901
SLC25A40	0.138916212195568	0.61313680598004
SLC25A46	0.22457040424014	0.21914958594218
SLC25A5	-0.0576648985507298	0.762481664989591
SLC25A6	0.0195700289855019	0.904267862443218
SLC27A1	-0.0438821802200806	0.837153631779457
SLC27A2	-0.231815629073315	0.452815941490723
SLC27A3	-0.783094742844197	0.00394084179772709
SLC27A5	-0.505568449569969	0.1046405671967
SLC29A1	0.353036142025454	0.305342095045007
SLC2A1	0.527507710144921	0.332501628186155
SLC2A3	0.192900075902333	0.683550713182426
SLC2A5	0.549588198717601	0.0825092395466177
SLC30A9	0.262861134922632	0.174610633651329
SLC33A1	-0.554569749217569	0.02943243121345
SLC35B1	-0.0400876348965262	0.870675638409155
SLC35B2	0.103861176107305	0.601582735992153
SLC35F6	-0.18843597304104	0.488064455228995
SLC38A10	-0.349329379647227	0.141386902357366
SLC39A11	-0.202758258935638	0.417576109909876
SLC39A7	-0.222798249641958	0.261992546165126
SLC3A2	-0.332161308759691	0.146145886768311
SLC41A3	0.066070313679937	0.776632878387052
SLC44A1	-0.43317058494616	0.264246074394326
SLC4A1	0.790486782608692	0.306709994006851
SLC4A1AP	-0.0843000958939157	0.498685205110206
SLC9A1	0.268986200800025	0.343193485135249
SLC9A3R1	0.202058313850529	0.390242507179446
SLC9A6	0.00263799425058586	0.990160738009554
SLFN11	-0.346625410779582	0.164814909574416
SLFN5	-0.286437785936567	0.362258610481388
SLIRP	-0.29009838414342	0.0993959673881974
SLK	-0.07630213775961	0.676965741604069
SLMAP	0.0456253023812447	0.846282750500433
SLTM	-0.162322710922137	0.245704238552572
SLU7	0.216197491316642	0.340111626945655
SMAP	0.541935430712897	0.13099413404141
SMAP2	0.159119897765507	0.448003073097059
SMARCA2	0.113874523474696	0.537502097464746
SMARCA4	0.13100093767264	0.466182066662288
SMARCA5	0.00397556317410874	0.983560664693724
SMARCAL1	-0.436389761540765	0.044001753118344
SMARCB1	0.412885687890967	0.0671079998735061
SMARCC1	0.00208358474955617	0.991522931503541
SMARCC2	0.117678932827793	0.408430490754614
SMARCD1	0.0878191427247774	0.657167988097972
SMARCD2	0.183077609074523	0.220438377950533
SMARCE1	0.296801700727336	0.0688859559610116
SMC1A	0.023529695973707	0.85354221187087
SMC2	0.342005388024262	0.100245513930205
SMC3	-0.149887710144935	0.354889902856309
SMC4	0.108810224176299	0.626260664084835
SMC5	-0.151556529191556	0.467469223309999
SMC6	0.0678143320181928	0.705794305419914
SMCHD1	-0.137669049857934	0.302176602749184
SMEK1	0.141356764755791	0.323280538155779
SMEK2	0.649071631700417	0.0215998571516112
SMG1	-0.121934319773915	0.653676981971495
SMNDC1	0.210099395041158	0.339952016624328
SMPD4	-0.102100639365712	0.552740660606896
SMPDL3B	0.124268524196651	0.748408684986575
SMS	-0.127227648685533	0.630821754992899
SMU1	-0.0919869738187025	0.537985381391301
SMYD5	-0.0505374837308956	0.790562481580132
SNAP23	0.0450156804284276	0.833815301230721
SNAP29	0.0492949828076696	0.756212597761533
SNAPIN	0.0547474769012997	0.777919344334418
SNCA	1.15258865296214	0.0149902925216057
SND1	-0.147676270492394	0.380141746943218
SNF8	0.102651688771095	0.700342205346121
SNRNP200	-0.170090567176867	0.380572048512715
SNRNP40	0.0798134928101035	0.65132897676339
SNRNP70	-0.0147438869803409	0.928638464454046
SNRPA	0.20959228985507	0.141516124125
SNRPA1	0.00277450398368018	0.982575128569047
SNRPB	0.166545954274152	0.396172521902456
SNRPB2	0.270061999999999	0.059203637631765
SNRPC	0.335335121010115	0.099244649388423
SNRPD1	0.036578788884345	0.83498205562036
SNRPD2	0.217462843374985	0.204566258640247
SNRPD3	0.204273961751941	0.44587942916436
SNRPE	0.162065478305575	0.673640781640565
SNRPF	0.125227658824635	0.516011839337739
SNRPGP15	-0.119554967002653	0.624549337775037
SNTB1	0.348373477890831	0.13589122389968
SNW1	0.222997003577952	0.0962724387912332
SNX1	0.0311719359159355	0.859641135858327
SNX12	0.0438561272202378	0.826135600955861
SNX15	-0.188618661678195	0.417155131546032
SNX18	-0.573615150473596	0.0202857048000864
SNX2	0.154665165198967	0.381876127541506
SNX20	-0.131739678688326	0.494627751853665
SNX27	-0.308070367918507	0.170689145690736
SNX3	0.0116195105354713	0.92876016619637
SNX4	-0.0482024216045929	0.833079338779482
SNX5	0.0540678517390454	0.722239773447423
SNX6	0.0278492793558272	0.848088057416302
SOAT1	-0.633253922589676	0.0290227794854879
SOD1	0.177492260869563	0.397960538792997
SOD2	0.343395275362322	0.172521048175947
SON	0.291532562268102	0.30832716373249
SORD	0.221713750661451	0.33040844180167
SORL1	-0.611414439545607	0.0316804326429629
SOS1	-0.300622292876877	0.191584353563873
SP1	0.766273586331703	0.00474916952216127
SP100	0.142640651012385	0.479024837075259
SP110	-0.138737325043561	0.622389447708218
SP3	0.166433611943832	0.438182963607811
SPAG7	0.533408015310293	0.0538985378078123
SPAG9	0.23509410925554	0.154005377371894
SPARC	0.0212945396923558	0.967517260571102
SPCS2	-0.348267720030307	0.0512918607782356
SPCS3	-0.384388289350046	0.0468011665274152
SPECC1	-0.0623052627355012	0.781980072871836
SPEN	-0.0737175414087439	0.649694681905564
SPG20	0.44606113253338	0.0371700197622546
SPG21	-0.311424046932782	0.08594694046284
SPG7	0.382802172661727	0.231994745256108
SPI1	-0.0248602796020236	0.915999581065008
SPIN1	0.463982531053539	0.0462358723210497
SPN	0.0789800259514557	0.753421044024374
SPNS1	0.223916098863597	0.503067504020163
SPRYD4	0.0902249249150451	0.715816525005508
SPTA1	0.546471304347826	0.351857379150678
SPTAN1	0.304837400349072	0.112047170272843
SPTB	0.658924985507241	0.302891825013248
SPTBN1	0.216700884443298	0.270021724689311
SPTLC1	-0.312969707948774	0.0477467091167512
SPTLC2	-0.468590639966507	0.013424759607627
SQRDL	-0.115905265244848	0.671139143720066
SQSTM1	0.282084788011792	0.089067814916264
SRA1	0.207242858032995	0.429471613528794
SRBD1	-0.141105612871844	0.399872055811504
SRC	0.433387762768048	0.2641640656343
SRCAP	-0.0298185780263882	0.878736415869714
SREK1	0.099482173418874	0.50376633639017
SRI	0.242926936821007	0.177146528334453
SRM	0.153195071155611	0.523133376824417
SRP14	0.261543725914624	0.216628485904159
SRP19	0.0617398196350436	0.701004750440641
SRP54	0.0386312742204886	0.850465012063089
SRP68	0.157127808165527	0.290170543134489
SRP72	0.0917666002004971	0.644278678024255
SRP9	-0.292856541936445	0.43428453781342
SRPK1	-0.279183955727284	0.257566897480598
SRPR	-0.176055451477225	0.253237527139417
SRPRB	-0.273116593628608	0.238084873325341
SRRM1	0.0545311144109277	0.70476148457741
SRRM2	0.126077819260132	0.438672683675126
SRRT	0.00230558248788526	0.986137029300833
SRSF1	0.0159046015189617	0.921523935932655
SRSF10	0.142688647061817	0.417756187704212
SRSF11	-0.521654968753857	0.133393797652032
SRSF2	0.027939739130435	0.819377216176399
SRSF3	0.0202498260869532	0.897529270771673
SRSF4	0.202338496046334	0.232353056466639
SRSF5	0.251308101481452	0.165089611518712
SRSF6	0.146827256508306	0.351011991152769
SRSF7	0.233007749217858	0.188410772828079
SRSF9	0.173996085119636	0.275874809774008
SSB	0.353947894385922	0.0768638155215597
SSBP1	-0.0193824927536319	0.926183555135272
SSBP2	0.472308504180578	0.126869776969123
SSFA2	0.390949413954843	0.362080266267211
SSH3	0.50986600501126	0.0489396934219736
SSR1	-0.456190463768124	0.0190569403157749
SSR3	-0.0990223424042718	0.762099764986886
SSR4	-0.275850013877193	0.147430455600377
SSRP1	-0.22285643478261	0.181305502424525
SSU72	0.0729586761137444	0.785127554903878
ST13	0.278821884833661	0.138955124644918
ST5	-0.15245945638895	0.579165906197472
STAB1	-0.224989049389608	0.608518198614604
STAG1	-0.151946959486736	0.355056450575849
STAG2	0.0372052228567625	0.889064042526265
STAM	0.0289068764868983	0.887197256064653
STAMBP	0.172218565666993	0.28909043915047
STARD3NL	0.139594523274845	0.514543967223924
STAT1	-0.668224474032943	0.0177836427069607
STAT2	-0.4822602748671	0.0937145123463055
STAT3	0.259563063136156	0.196110190860821
STAT5A	0.285733636530054	0.138412362613865
STAT5B	0.0308831952540309	0.903742473001432
STAT6	-0.103753982873348	0.563675405095911
STAU1	0.273793503277998	0.132672514621317
STAU2	-0.0252904762477311	0.872605101896995
STEAP3	0.425773699736624	0.178534535471089
STIM1	0.0383392087722534	0.845451600750582
STIP1	0.134912811594198	0.420488153421365
STK10	-0.0119393512577375	0.946777945361569
STK11IP	-0.246401771765916	0.349295017976712
STK24	0.526826909153799	0.115454046861804
STK26	0.309327517145562	0.0748327665776614
STK38	0.050891359945199	0.777407270799857
STK39	0.0172845154833272	0.945011598558747
STK4	-0.167752350297615	0.30127385623576
STMN1	0.0542508390954275	0.838943349162876
STOM	-0.548363739130437	0.247677456259245
STOML2	0.19035732401926	0.344483576747891
STRAP	-0.058917498963428	0.67357440649628
STRBP	-0.169416390311913	0.231192528913317
STRIP1	0.349468444914573	0.146813647894393
STRN	-0.119790541273368	0.441132731024021
STRN3	0.24943984704511	0.122344632306323
STRN4	-0.0875413505768226	0.640276336630481
STT3A	-0.391426599597029	0.0529196675686224
STT3B	-0.115679333333336	0.521239788593889
STUB1	-0.0911694403883079	0.61404657089596
STX11	-0.215927779956493	0.584784659245815
STX12	-0.4200341972885	0.0946277444060981
STX16-NPEPL1	-0.0766615150008789	0.664121102295907
STX17	0.121391279308806	0.601299717939293
STX18	-0.162776796108229	0.345739923126993
STX3	-0.594308259001574	0.0410132054906029
STX4	-0.0348870524983695	0.83386955890408
STX7	-0.0984476096963292	0.614838503405502
STX8	0.00747554585881716	0.966177633770446
STXBP2	-0.255449806426164	0.246042599557731
STXBP3	0.182074639241346	0.130931273723212
STXBP5	-0.254632090625162	0.374146523168684
SUB1	-0.0521689275362327	0.830655118318116
SUCLA2	0.0178483832361778	0.904342851781886
SUCLG1	-0.314450645624017	0.064723356849622
SUCLG2	-0.302753820744627	0.319512961334738
SUGP1	-0.123854480733058	0.609090056466865
SUGP2	0.371145189439478	0.00930499589317538
SUGT1	0.0300208169501488	0.812059505739685
SULT1A1	-0.617662492621648	0.137544939080607
SULT1A3	-0.178627407621502	0.593708994818874
SULT1B1	-0.182862348968182	0.590819148385387
SUMF1	0.248389488833007	0.209371832626579
SUMF2	-0.460326702138119	0.103825950323548
SUMO1	-0.0874359557853133	0.526701513041762
SUMO2	0.0338908081639531	0.864432299053398
SUMO3	0.213063942028985	0.219587837822201
SUN1	-0.217491477716456	0.461595571451073
SUN2	-0.397179275362323	0.0202554968896019
SUPT16H	0.195936074869866	0.224395817898038
SUPT4H1	-0.443507504850068	0.0162451311844425
SUPT5H	0.00939820530299684	0.938192693789271
SUPT6H	-0.219177101449276	0.368317455823287
SUPT7L	-0.0846963761009452	0.535527047498051
SUPV3L1	-0.117783448976287	0.60143493794946
SURF1	-0.0668784362881798	0.731461244386925
SURF4	-0.323579159420294	0.208878699928677
SUZ12	-0.0234520134051905	0.891749453667104
SWAP70	0.339156042442305	0.139712120255413
SYAP1	0.389049434113831	0.222894597141778
SYF2	0.0387338257130896	0.832438604064847
SYK	-0.25508465642859	0.258906463170611
SYMPK	0.128016927429023	0.392227248258276
SYNCRIP	-0.0817203478260886	0.539133144028695
SYNE1	0.105816298283132	0.628448857642907
SYNE3	-0.299877016545391	0.141235861625273
SYNGR1	0.481471374487949	0.212405019374411
SYNGR2	-0.331705308455156	0.0955804014583301
SYNJ2BP-COX16	-0.0914223656204527	0.567004649678364
SYNRG	0.286683811755658	0.295117511686317
SYPL1	0.0990859544389693	0.571114764599074
SYTL1	-0.0802726282831081	0.772586875343689
SYTL4	0.839382210710225	0.0983538109760605
SYVN1	-0.212783025798991	0.288685654435496
TAB1	0.337314504129171	0.075707793743086
TACC1	0.163749918861395	0.426614397762526
TACC3	0.0806458452900465	0.676716783229429
TACO1	-0.172275841218354	0.472180881913535
TADA2A	0.404088292428568	0.259501793825458
TAF15	-0.113405842241978	0.708623399394957
TAF5	-0.123241642010999	0.460762510165747
TAF6	-0.339514874566646	0.0537235137903323
TAF9	-0.00170552416498282	0.993194684600423
TAGLN2	0.214942492753611	0.388632392042756
TALDO1	0.69864101449275	0.000718015610693652
TAOK1	-0.0232907855173554	0.890254285014315
TAOK3	0.0765084245592931	0.570983010292712
TAP1	-0.313164294635399	0.150705142534549
TAP2	-0.230510588222291	0.300077893175961
TAPBP	-0.321344973393437	0.280387476727906
TAPT1	-0.352326371772584	0.255616025586353
TARDBP	0.294970656353325	0.101457447106525
TARS	0.219682226817092	0.176785100433065
TARS2	-0.185054447802091	0.382819160613292
TARSL2	-0.0453968542517913	0.851862345811319
TBC1D10B	0.132877007242232	0.47932309307934
TBC1D10C	0.0974873541632846	0.612742279361664
TBC1D13	0.568537515082147	0.00392125568441882
TBC1D15	0.0256974064484776	0.85591695297109
TBC1D17	0.0977330014627587	0.682209202854964
TBC1D22A	-0.0309419635795916	0.894160715169104
TBC1D23	-0.0612336536346554	0.823597439397284
TBC1D2B	-0.234105148756692	0.235525147467001
TBC1D5	-0.0951495839599588	0.584179530652057
TBC1D9B	0.00498311859913692	0.978593824035902
TBCA	0.301155146488622	0.151923608966155
TBCB	0.184998166673942	0.323305442629381
TBCD	0.105279892266152	0.625616952248828
TBCE	-0.417466320020758	0.117064850552371
TBK1	-0.0825624795161435	0.574326628883833
TBL1XR1	0.0368202204293375	0.770210879745515
TBL2	-0.30746884230399	0.119528959961818
TBL3	-0.175058303178139	0.386828894477793
TBRG4	-0.220275110131492	0.219930248168275
TBXAS1	-0.479270626996318	0.0749523776306875
TCEA1	0.404864636828677	0.0229445586349976
TCEAL3	0.617260470453353	0.0159265087980907
TCEB1	-0.200391719230701	0.195499625285645
TCEB2	0.190793888381073	0.221564821874075
TCERG1	-0.0011805811360226	0.993659857693003
TCF20	-0.137800959388965	0.481108616882876
TCF25	-0.0573148389084288	0.736993431305582
TCIRG1	-0.533081053906034	0.12775732597284
TCOF1	0.313907883800503	0.106677467273144
TCP1	0.072707817450425	0.613949681647745
TDP1	0.104934459789648	0.582626629977453
TDP2	0.260536348138917	0.283277567916905
TECR	-0.484702713240182	0.0205401260842372
TERF2	-0.144375647342986	0.284926367930406
TERF2IP	0.117453163508443	0.357766702402335
TES	-0.15607666956771	0.556941324332658
TESC	0.190299404079893	0.600879080397256
TEX10	0.0920823556188886	0.641009666237707
TEX2	-0.423344798665518	0.0825154214659265
TEX264	0.0562478421365142	0.781921736889306
TF	-0.284692666666668	0.602794746401059
TFAM	0.255320961535425	0.196046002216934
TFAP4	-0.0390304036422879	0.872305034754639
TFB1M	-0.154138537793584	0.433087797120179
TFB2M	-0.431784483432789	0.131178143057581
TFCP2	-0.0297773176173237	0.860871975590938
TFG	0.520192477542015	0.0130681347721641
TFIP11	-0.0168334640932759	0.92058328968391
TFRC	0.763621129914629	0.115832742227615
TGFB1	-0.0786175233133797	0.81341713039371
TGFBRAP1	0.0822266520365158	0.708029520465854
TGOLN2	-0.349259596883037	0.0690958137320946
THAP11	0.261509086366264	0.160785225033591
THBS1	0.577050028985504	0.413982397965617
THEM6	-0.275757799011007	0.329190135569733
THEMIS2	0.300922356069471	0.364996680208333
THNSL1	0.0591023292909103	0.8677644399047
THOC1	0.173753173729732	0.211118843376375
THOC2	-0.032598424817202	0.830655035235904
THOC3	0.284574938843743	0.166735701814017
THOC5	-0.0510031399885627	0.757478152681016
THOC6	0.409239140950483	0.0139159456814914
THOC7	0.039746594278034	0.832039510235917
THOP1	-0.146633745612364	0.445151771983855
THRAP3	0.150697296394544	0.357828635758701
THUMPD1	0.206809848231902	0.270844440933672
THYN1	0.0059932950029058	0.971792599855341
TIA1	0.106319348312322	0.502086361964469
TIAL1	0.197091335493088	0.143011553252943
TIGAR	0.409115837515136	0.50631750242971
TIMM10B	-0.230476564460375	0.503193794553258
TIMM13	0.00181531760502907	0.992320167165187
TIMM44	-0.0583689074695037	0.750549648398364
TIMM50	-0.20979358468977	0.15552615626492
TIMM8A	-0.0247772313716439	0.911109512057668
TIMM8B	-0.0256238508469764	0.90983020372121
TIMM9	0.924504548665531	0.0379884905872182
TIMMDC1	0.080721208291969	0.628933693112983
TIPRL	0.331436251738218	0.0380100505666972
TKT	0.000471043478256661	0.998373361387354
TLDC1	-0.423347291786255	0.192089500078061
TLE3	-0.0381164937553322	0.861089200531328
TLE4	0.0542813308333887	0.839888230199962
TLN1	0.281976608695636	0.404689832088874
TM9SF2	-0.24821370234967	0.170010916034984
TM9SF3	-0.151151979277195	0.451064011968023
TM9SF4	0.0200383268867697	0.914403407514591
TMA16	0.0696139642715465	0.770998781767934
TMA7	-0.00430364463820254	0.983742129593534
TMBIM6	-0.086483568309955	0.609817633233979
TMCC3	-0.623527311916915	0.0749977230367461
TMCO1	-0.173963005509641	0.35118740984062
TMED1	-0.0587621613188887	0.749744032637127
TMED10	-0.167660695652181	0.312434749712031
TMED2	-0.0818236136729311	0.799103257056709
TMED3	-0.429786645935287	0.0877183851382158
TMED4	-0.064754068441232	0.707054120108429
TMED5	-0.354806966101435	0.0453567730158155
TMED7-TICAM2	-0.165126106400454	0.372542474711741
TMED8	0.323063764280789	0.108008705560536
TMED9	-0.339281077327879	0.100864271155892
TMEM109	0.080271130434781	0.74084848977683
TMEM11	-0.116523969376395	0.662898554316865
TMEM126A	-0.0739645027896927	0.707138349629203
TMEM164	0.388983323729253	0.160173087865093
TMEM173	0.403736470227365	0.181217345647067
TMEM175	-0.148698746849341	0.595231576391988
TMEM189	-0.419941568662432	0.110728604900655
TMEM189-UBE2V1	0.243943633505722	0.244054793778205
TMEM199	-0.430509791417071	0.141965324863232
TMEM2	-0.812165109141594	0.0178324617417645
TMEM205	-0.54964469180339	0.0576876092899802
TMEM209	0.14058459607304	0.553644898700903
TMEM214	-0.12366365619212	0.574529248896929
TMEM245	0.0958973283906595	0.729922089284392
TMEM256	-0.165977252444375	0.61399827643012
TMEM30A	-0.348742724232597	0.143616052742202
TMEM33	-0.204387198235029	0.238959532216154
TMEM38B	0.535125644948286	0.0632363370897788
TMEM41B	-0.017188920750673	0.93359253127583
TMEM43	-0.58279779847755	0.109216346875687
TMEM63A	-0.219340477727854	0.478322806486864
TMEM87B	-0.625853272802996	0.0867561426129612
TMEM9B	0.182457789845824	0.466302874195003
TMLHE	0.448559168918029	0.201311524014216
TMOD2	-0.275076117654933	0.642614326158568
TMOD3	-0.0414663622310982	0.804431398011868
TMPO	0.298502724637679	0.0648479370331357
